palabra;definicion;grammatical;nivel2;tematica;nivel
per;for each;preposition;B1 Preliminar;;
from;indicating position or direction: from;preposition;B1 Preliminar;;
into;indicating position or direction: into;preposition;B1 Preliminar;;
minus;indicating position or direction: minus;preposition;B1 Preliminar;;
onto;indicating position or direction: onto;preposition;B1 Preliminar;;
upon;indicating position or direction: upon;preposition;B1 Preliminar;;
with;indicating position or direction: with;preposition;B1 Preliminar;;
during;;preposition;B1 Preliminar;;
within;;preposition;B1 Preliminar;;
against;;preposition;B1 Preliminar;;
beneath;;preposition;B1 Preliminar;;
besides;;preposition;B1 Preliminar;;
despite;;preposition;B1 Preliminar;;
without;;preposition;B1 Preliminar;;
v/versus;;preposition;B1 Preliminar;;
including;;preposition;B1 Preliminar;;
regarding;;preposition;B1 Preliminar;;
underneath;;preposition;B1 Preliminar;;
like;to like;preposition & verb;B1 Preliminar;;
under;beneath;Prepositions;Pre A1 Starters;Places;
since;connecting word;Prepositions;A2 Flyers;;
until;connecting word;Prepositions;A2 Flyers;;
for;during a period of time;Prepositions;A1 Movers;Time;
past;gone by in time;Prepositions;A1 Movers;Time;
above;higher than;Prepositions;A1 Movers;Places;
behind;indicating position or direction: behind;Prepositions;Pre A1 Starters;Places;
from;indicating position or direction: from;Prepositions;Pre A1 Starters;;
into;indicating position or direction: into;Prepositions;A1 Movers;;
with;indicating position or direction: with;Prepositions;Pre A1 Starters;;
below;lower than;Prepositions;A1 Movers;Places;
about;to about;Prepositions;Pre A1 Starters;;
along;to along;Prepositions;A1 Movers;;
around;;Prepositions;A1 Movers;Work;
across;;Prepositions;A1 Movers;;
during;;Prepositions;A1 Movers;;
between;;Prepositions;Pre A1 Starters;Places;
through;;Prepositions;A2 Flyers;;
without;;Prepositions;A2 Flyers;;
opposite;;Prepositions;A1 Movers;Places;
she;female person;pronoum;B1 Preliminar;;
him;objective form of he;pronoum;B1 Preliminar;;
hers;pronoun;pronoum;B1 Preliminar;;
mine;pronoun;pronoum;B1 Preliminar;;
none;pronoun;pronoum;B1 Preliminar;;
ours;pronoun;pronoum;B1 Preliminar;;
them;pronoun;pronoum;B1 Preliminar;;
they;pronoun;pronoum;B1 Preliminar;;
yours;pronoun;pronoum;B1 Preliminar;;
you;the person addressed;pronoum;B1 Preliminar;;
who;what person;pronoum;B1 Preliminar;;
anyone;;pronoum;B1 Preliminar;;
itself;;pronoum;B1 Preliminar;;
myself;;pronoum;B1 Preliminar;;
nobody;;pronoum;B1 Preliminar;;
plenty;;pronoum;B1 Preliminar;;
theirs;;pronoum;B1 Preliminar;;
anybody;;pronoum;B1 Preliminar;;
herself;;pronoum;B1 Preliminar;;
himself;;pronoum;B1 Preliminar;;
nothing;;pronoum;B1 Preliminar;;
someone;;pronoum;B1 Preliminar;;
anything;;pronoum;B1 Preliminar;;
everyone;;pronoum;B1 Preliminar;;
somebody;;pronoum;B1 Preliminar;;
yourself;;pronoum;B1 Preliminar;;
everybody;;pronoum;B1 Preliminar;;
ourselves;;pronoum;B1 Preliminar;;
something;;pronoum;B1 Preliminar;;
everything;;pronoum;B1 Preliminar;;
themselves;;pronoum;B1 Preliminar;;
her;belonging to a female;Pronouns;Pre A1 Starters;;
his;belonging to a male;Pronouns;Pre A1 Starters;;
its;belonging to it;Pronouns;Pre A1 Starters;;
she;female person;Pronouns;Pre A1 Starters;;
which;indicating which;Pronouns;A1 Movers;;
him;objective form of he;Pronouns;Pre A1 Starters;;
hers;pronoun;Pronouns;Pre A1 Starters;;
mine;pronoun;Pronouns;Pre A1 Starters;;
ours;pronoun;Pronouns;Pre A1 Starters;;
them;pronoun;Pronouns;Pre A1 Starters;;
they;pronoun;Pronouns;Pre A1 Starters;;
yours;pronoun;Pronouns;Pre A1 Starters;;
you;the person addressed;Pronouns;Pre A1 Starters;;
where;to where;Pronouns;A1 Movers;;
who;what person;Pronouns;A1 Movers;;
anyone;;Pronouns;A1 Movers;;
no-one;;Pronouns;A2 Flyers;;
theirs;;Pronouns;Pre A1 Starters;;
nothing;;Pronouns;A1 Movers;;
someone;;Pronouns;A1 Movers;;
anything;;Pronouns;A1 Movers;;
everyone;;Pronouns;A1 Movers;;
something;;Pronouns;A1 Movers;;
everything;;Pronouns;A1 Movers;;
why;for what reason;Question words;A1 Movers;;
what;indicating which;Question words;Pre A1 Starters;;
whose;indicating which;Question words;Pre A1 Starters;;
words;question word;Question words;Pre A1 Starters;;
pardon;;Question words;Pre A1 Starters;;
admit;to admit;verb;B1 Preliminar;;
agree;to agree;verb;B1 Preliminar;;
let;to allow;verb;B1 Preliminar;;
allow;to allow;verb;B1 Preliminar;;
annoy;to annoy;verb;B1 Preliminar;;
apply;to apply;verb;B1 Preliminar;Work;
argue;to argue;verb;B1 Preliminar;Language;
try;to attempt;verb;B1 Preliminar;;
avoid;to avoid;verb;B1 Preliminar;;
bake;to bake;verb;B1 Preliminar;;
owe;to be in debt;verb;B1 Preliminar;;
stand;to be upright on your feet;verb;B1 Preliminar;;
win;to be victorious;verb;B1 Preliminar;Sports & leisure;
beat;to beat;verb;B1 Preliminar;;
join;to become part of;verb;B1 Preliminar;;
begin;to begin;verb;B1 Preliminar;;
bite;to bite;verb;B1 Preliminar;;
blame;to blame;verb;B1 Preliminar;;
bleed;to bleed;verb;B1 Preliminar;;
boil;to boil;verb;B1 Preliminar;;
bring;to bring;verb;B1 Preliminar;;
build;to build;verb;B1 Preliminar;;
burn;to burn;verb;B1 Preliminar;;
bury;to bury;verb;B1 Preliminar;;
carry;to carry;verb;B1 Preliminar;;
move;to change position;verb;B1 Preliminar;Transport;
cheat;to cheat;verb;B1 Preliminar;;
clap;to clap;verb;B1 Preliminar;;
climb;to climb;verb;B1 Preliminar;;
come;to come;verb;B1 Preliminar;;
meet;to come together with;verb;B1 Preliminar;;
tell;to communicate information;verb;B1 Preliminar;Language;
fry;to cook food in hot oil or fat;verb;B1 Preliminar;Food & drink;
count;to count;verb;B1 Preliminar;;
deal;to deal;verb;B1 Preliminar;;
delete;to delete;verb;B1 Preliminar;Communications and Technology;
dial;to dial;verb;B1 Preliminar;Communications and Technology;
find;to discover or locate;verb;B1 Preliminar;;
dive;to dive;verb;B1 Preliminar;;
drag;to drag;verb;B1 Preliminar;Communications and Technology;
enter;to enter;verb;B1 Preliminar;Communications and Technology;
exist;to exist;verb;B1 Preliminar;;
fail;to fail;verb;B1 Preliminar;;
fancy;to fancy;verb;B1 Preliminar;;
fasten;to fasten;verb;B1 Preliminar;Clothes;
feed;to feed;verb;B1 Preliminar;;
feel;to feel;verb;B1 Preliminar;Health;
fetch;to fetch;verb;B1 Preliminar;;
fill;to fill;verb;B1 Preliminar;;
float;to float;verb;B1 Preliminar;;
flow;to flow;verb;B1 Preliminar;;
fold;to fold;verb;B1 Preliminar;;
write;to form letters or words;verb;B1 Preliminar;;
spell;to form words with letters;verb;B1 Preliminar;;
gain;to gain;verb;B1 Preliminar;;
learn;to gain knowledge;verb;B1 Preliminar;Education;
give;to give;verb;B1 Preliminar;;
teach;to give instruction;verb;B1 Preliminar;Education;
sell;to give something for money;verb;B1 Preliminar;Shopping;
grab;to grab;verb;B1 Preliminar;;
take;to grab or capture;verb;B1 Preliminar;;
catch;to grab something moving;verb;B1 Preliminar;;
greet;to greet;verb;B1 Preliminar;;
handle;to handle;verb;B1 Preliminar;House and Home;
hang;to hang;verb;B1 Preliminar;;
hate;to hate;verb;B1 Preliminar;;
wear;to have clothing on the body;verb;B1 Preliminar;;
know;to have information in your mind;verb;B1 Preliminar;Education;
hear;to hear;verb;B1 Preliminar;;
hide;to hide;verb;B1 Preliminar;;
hike;to hike;verb;B1 Preliminar;Hobbies and Leisure;
hold;to hold;verb;B1 Preliminar;;
hunt;to hunt;verb;B1 Preliminar;;
grow;to increase in size;verb;B1 Preliminar;The Natural World;
injure;to injure;verb;B1 Preliminar;Health;
mean;to intend to express;verb;B1 Preliminar;Language;
invent;to invent;verb;B1 Preliminar;Communications and Technology;
sew;to join with thread;verb;B1 Preliminar;;
keep;to keep;verb;B1 Preliminar;;
save;to keep money for future use;verb;B1 Preliminar;Shopping;
kill;to kill;verb;B1 Preliminar;;
knit;to knit;verb;B1 Preliminar;Clothes;
knock;to knock;verb;B1 Preliminar;;
leave;to leave;verb;B1 Preliminar;Transport;
quit;to leave or stop;verb;B1 Preliminar;Work;
lend;to lend;verb;B1 Preliminar;;
live;to live;verb;B1 Preliminar;;
read;to look at and understand written words;verb;B1 Preliminar;Education;
lose;to lose;verb;B1 Preliminar;;
make;to make;verb;B1 Preliminar;;
dig;to make a hole;verb;B1 Preliminar;;
sing;to make musical sounds with the voice;verb;B1 Preliminar;;
draw;to make pictures;verb;B1 Preliminar;Entertainment and Media;
marry;to marry;verb;B1 Preliminar;;
mend;to mend;verb;B1 Preliminar;;
blow;to move air;verb;B1 Preliminar;Weather;
need;to need;verb;B1 Preliminar;;
get;to obtain or receive something;verb;B1 Preliminar;;
buy;to obtain something by paying money;verb;B1 Preliminar;Shopping;
pack;to pack;verb;B1 Preliminar;;
pause;to pause;verb;B1 Preliminar;;
peel;to peel;verb;B1 Preliminar;;
see;to perceive with eyes;verb;B1 Preliminar;;
pick;to pick;verb;B1 Preliminar;;
put;to place;verb;B1 Preliminar;;
lay;to place down;verb;B1 Preliminar;;
pour;to pour;verb;B1 Preliminar;;
pray;to pray;verb;B1 Preliminar;;
press;to press;verb;B1 Preliminar;;
print;to print;verb;B1 Preliminar;Education;
prove;to prove;verb;B1 Preliminar;;
pull;to pull;verb;B1 Preliminar;;
eat;to put food in your mouth and swallow it;verb;B1 Preliminar;Food & drink;
add;to put together;verb;B1 Preliminar;;
raise;to raise;verb;B1 Preliminar;;
reach;to reach;verb;B1 Preliminar;;
react;to react;verb;B1 Preliminar;;
earn;to receive money for work;verb;B1 Preliminar;Work;
relax;to relax;verb;B1 Preliminar;;
fix;to repair;verb;B1 Preliminar;;
ask;to request information;verb;B1 Preliminar;Language;
sit;to rest on a seat;verb;B1 Preliminar;;
surf;to ride on waves;verb;B1 Preliminar;Sports & leisure;
rise;to rise;verb;B1 Preliminar;;
jog;to run slowly;verb;B1 Preliminar;;
seem;to seem;verb;B1 Preliminar;;
send;to send;verb;B1 Preliminar;;
throw;to send through the air;verb;B1 Preliminar;;
serve;to serve;verb;B1 Preliminar;;
shake;to shake;verb;B1 Preliminar;;
share;to share;verb;B1 Preliminar;;
shave;to shave;verb;B1 Preliminar;;
shine;to shine;verb;B1 Preliminar;;
shoot;to shoot;verb;B1 Preliminar;;
slip;to slip;verb;B1 Preliminar;;
speak;to speak;verb;B1 Preliminar;Language;
say;to speak words or express in words;verb;B1 Preliminar;Language;
spill;to spill;verb;B1 Preliminar;;
spoil;to spoil;verb;B1 Preliminar;;
steal;to steal;verb;B1 Preliminar;;
rob;to steal from;verb;B1 Preliminar;;
stir;to stir;verb;B1 Preliminar;;
die;to stop living;verb;B1 Preliminar;Health;
enjoy;to take pleasure in;verb;B1 Preliminar;;
thank;to thank;verb;B1 Preliminar;;
think;to think;verb;B1 Preliminar;;
touch;to touch;verb;B1 Preliminar;;
trust;to trust;verb;B1 Preliminar;;
spend;to use money to buy things;verb;B1 Preliminar;Shopping;
wake;to wake;verb;B1 Preliminar;;
want;to want;verb;B1 Preliminar;;
warn;to warn;verb;B1 Preliminar;;
weigh;to weigh;verb;B1 Preliminar;;
choose;;verb;B1 Preliminar;Shopping;
reduce;;verb;B1 Preliminar;Shopping;
freeze;;verb;B1 Preliminar;The Natural World;
arrive;;verb;B1 Preliminar;Transport;
depart;;verb;B1 Preliminar;Transport;
travel;;verb;B1 Preliminar;Transport;
retire;;verb;B1 Preliminar;Work;
accept;;verb;B1 Preliminar;;
admire;;verb;B1 Preliminar;;
advise;;verb;B1 Preliminar;;
affect;;verb;B1 Preliminar;;
afford;;verb;B1 Preliminar;;
appear;;verb;B1 Preliminar;;
arrest;;verb;B1 Preliminar;;
assist;;verb;B1 Preliminar;;
attach;;verb;B1 Preliminar;;
attend;;verb;B1 Preliminar;;
become;;verb;B1 Preliminar;;
behave;;verb;B1 Preliminar;;
belong;;verb;B1 Preliminar;;
borrow;;verb;B1 Preliminar;;
bother;;verb;B1 Preliminar;;
cancel;;verb;B1 Preliminar;;
create;;verb;B1 Preliminar;;
decide;;verb;B1 Preliminar;;
defend;;verb;B1 Preliminar;;
divide;;verb;B1 Preliminar;;
employ;;verb;B1 Preliminar;;
escape;;verb;B1 Preliminar;;
expect;;verb;B1 Preliminar;;
follow;;verb;B1 Preliminar;;
forget;;verb;B1 Preliminar;;
glance;;verb;B1 Preliminar;;
happen;;verb;B1 Preliminar;;
ignore;;verb;B1 Preliminar;;
inform;;verb;B1 Preliminar;;
insist;;verb;B1 Preliminar;;
intend;;verb;B1 Preliminar;;
invite;;verb;B1 Preliminar;;
listen;;verb;B1 Preliminar;;
locate;;verb;B1 Preliminar;;
manage;;verb;B1 Preliminar;;
permit;;verb;B1 Preliminar;;
prefer;;verb;B1 Preliminar;;
punish;;verb;B1 Preliminar;;
refuse;;verb;B1 Preliminar;;
remain;;verb;B1 Preliminar;;
remind;;verb;B1 Preliminar;;
remove;;verb;B1 Preliminar;;
repeat;;verb;B1 Preliminar;;
revise;;verb;B1 Preliminar;;
select;;verb;B1 Preliminar;;
suffer;;verb;B1 Preliminar;;
supply;;verb;B1 Preliminar;;
unpack;;verb;B1 Preliminar;;
wonder;;verb;B1 Preliminar;;
undress;;verb;B1 Preliminar;Clothes;
comment;;verb;B1 Preliminar;Communications and Technology;
connect;;verb;B1 Preliminar;Communications and Technology;
install;;verb;B1 Preliminar;Communications and Technology;
perform;;verb;B1 Preliminar;Entertainment and Media;
recycle;;verb;B1 Preliminar;Environment;
breathe;;verb;B1 Preliminar;Health;
operate;;verb;B1 Preliminar;Health;
recover;;verb;B1 Preliminar;Health;
mention;;verb;B1 Preliminar;Language;
collect;;verb;B1 Preliminar;Shopping;
compete;;verb;B1 Preliminar;Sports & leisure;
confirm;;verb;B1 Preliminar;Transport;
deliver;;verb;B1 Preliminar;Transport;
achieve;;verb;B1 Preliminar;;
approve;;verb;B1 Preliminar;;
arrange;;verb;B1 Preliminar;;
attempt;;verb;B1 Preliminar;;
attract;;verb;B1 Preliminar;;
babysit;;verb;B1 Preliminar;;
believe;;verb;B1 Preliminar;;
compare;;verb;B1 Preliminar;;
consist;;verb;B1 Preliminar;;
contain;;verb;B1 Preliminar;;
declare;;verb;B1 Preliminar;;
deserve;;verb;B1 Preliminar;;
destroy;;verb;B1 Preliminar;;
develop;;verb;B1 Preliminar;;
discuss;;verb;B1 Preliminar;;
dislike;;verb;B1 Preliminar;;
disturb;;verb;B1 Preliminar;;
enquire;;verb;B1 Preliminar;;
explain;;verb;B1 Preliminar;;
explode;;verb;B1 Preliminar;;
explore;;verb;B1 Preliminar;;
forgive;;verb;B1 Preliminar;;
imagine;;verb;B1 Preliminar;;
improve;;verb;B1 Preliminar;;
include;;verb;B1 Preliminar;;
inspire;;verb;B1 Preliminar;;
involve;;verb;B1 Preliminar;;
measure;;verb;B1 Preliminar;;
predict;;verb;B1 Preliminar;;
prepare;;verb;B1 Preliminar;;
prevent;;verb;B1 Preliminar;;
prizes.;;verb;B1 Preliminar;;
produce;;verb;B1 Preliminar;;
promote;;verb;B1 Preliminar;;
protect;;verb;B1 Preliminar;;
provide;;verb;B1 Preliminar;;
publish;;verb;B1 Preliminar;;
realise;;verb;B1 Preliminar;;
rebuild;;verb;B1 Preliminar;;
receive;;verb;B1 Preliminar;;
replace;;verb;B1 Preliminar;;
require;;verb;B1 Preliminar;;
succeed;;verb;B1 Preliminar;;
suggest;;verb;B1 Preliminar;;
suppose;;verb;B1 Preliminar;;
register;;verb;B1 Preliminar;Education;
remember;;verb;B1 Preliminar;Education;
sunbathe;;verb;B1 Preliminar;Hobbies and Leisure;
surround;;verb;B1 Preliminar;House and Home;
complain;;verb;B1 Preliminar;Shopping;
exchange;;verb;B1 Preliminar;Shopping;
announce;;verb;B1 Preliminar;;
approach;;verb;B1 Preliminar;;
consider;;verb;B1 Preliminar;;
continue;;verb;B1 Preliminar;;
convince;;verb;B1 Preliminar;;
decorate;;verb;B1 Preliminar;;
describe;;verb;B1 Preliminar;;
disagree;;verb;B1 Preliminar;;
discover;;verb;B1 Preliminar;;
frighten;;verb;B1 Preliminar;;
identify;;verb;B1 Preliminar;;
increase;;verb;B1 Preliminar;;
multiply;;verb;B1 Preliminar;;
organise;;verb;B1 Preliminar;;
persuade;;verb;B1 Preliminar;;
postpone;;verb;B1 Preliminar;;
practise;;verb;B1 Preliminar;;
subtract;;verb;B1 Preliminar;;
transfer;;verb;B1 Preliminar;;
pronounce;;verb;B1 Preliminar;Language;
translate;;verb;B1 Preliminar;Language;
advertise;;verb;B1 Preliminar;Shopping;
hitchhike;;verb;B1 Preliminar;Transport;
accompany;;verb;B1 Preliminar;;
apologise;;verb;B1 Preliminar;;
celebrate;;verb;B1 Preliminar;;
disappear;;verb;B1 Preliminar;;
encourage;;verb;B1 Preliminar;;
entertain;;verb;B1 Preliminar;;
interrupt;;verb;B1 Preliminar;;
introduce;;verb;B1 Preliminar;;
recognise;;verb;B1 Preliminar;;
recommend;;verb;B1 Preliminar;;
underline;;verb;B1 Preliminar;;
disappoint;;verb;B1 Preliminar;;
understand;;verb;B1 Preliminar;;
communicate;;verb;B1 Preliminar;Language;
concentrate;;verb;B1 Preliminar;;
call;a call;verb;A1 Movers;;
join;to become part of;verb;A2 Flyers;Sports & leisure;
begin;to begin;verb;A1 Movers;;
learn;to gain knowledge;verb;Pre A1 Starters;School;
hide;to hide;verb;A1 Movers;;
act;to perform in a play or movie;verb;A1 Movers;;
add;to put together;verb;Pre A1 Starters;;
lie;to recline or tell an untruth;verb;A2 Flyers;;
look;to use your eyes to see;verb;Pre A1 Starters;School;
called;;verb;A1 Movers;;
whisper;;verb;A1 Movers;;
hit;a hit;verb;Pre A1 Starters;;
sleep;a sleep;verb;Pre A1 Starters;;
can;be able to;verb;Pre A1 Starters;;
let;to allow;verb;A1 Movers;;
stand;to be upright on your feet;verb;Pre A1 Starters;School;
bring;to bring;verb;A1 Movers;;
build;to build;verb;A1 Movers;;
come;to come;verb;Pre A1 Starters;;
meet;to come together with;verb;A2 Flyers;Sports & leisure;
tell;to communicate information;verb;Pre A1 Starters;School;
find;to discover or locate;verb;A1 Movers;School;
cut;to divide something with a knife or scissors;verb;A1 Movers;Health;
feed;to feed;verb;A1 Movers;;
feel;to feel;verb;A1 Movers;;
write;to form letters or words;verb;Pre A1 Starters;School;
spell;to form words with letters;verb;Pre A1 Starters;School;
give;to give;verb;Pre A1 Starters;;
teach;to give instruction;verb;A1 Movers;School;
sell;to give something for money;verb;A2 Flyers;;
got;to got;verb;A1 Movers;;
take;to grab or capture;verb;A1 Movers;Sports & leisure;
catch;to grab something moving;verb;Pre A1 Starters;Sports & leisure;
have;to have;verb;A1 Movers;;
wear;to have clothing on the body;verb;Pre A1 Starters;Clothes;
know;to have information in your mind;verb;Pre A1 Starters;;
hear;to hear;verb;A1 Movers;;
hold;to hold;verb;Pre A1 Starters;;
hurt;to hurt;verb;A1 Movers;;
grow;to increase in size;verb;A1 Movers;;
mean;to intend to express;verb;A1 Movers;;
keep;to keep;verb;A1 Movers;;
leave;to leave;verb;A1 Movers;;
lets;to lets;verb;Pre A1 Starters;;
read;to look at and understand written words;verb;Pre A1 Starters;Sports & leisure;
lose;to lose;verb;A1 Movers;;
make;to make;verb;Pre A1 Starters;;
sing;to make musical sounds with the voice;verb;Pre A1 Starters;Sports & leisure;
draw;to make pictures;verb;Pre A1 Starters;Sports & leisure;
run;to move quickly;verb;Pre A1 Starters;Transport;
must;to must;verb;A1 Movers;;
get;to obtain or receive something;verb;A1 Movers;Places;
buy;to obtain something by paying money;verb;A1 Movers;;
see;to perceive with eyes;verb;Pre A1 Starters;;
put;to place;verb;Pre A1 Starters;;
eat;to put food in your mouth and swallow it;verb;Pre A1 Starters;Food & drink;
sit;to rest on a seat;verb;Pre A1 Starters;School;
send;to send;verb;A2 Flyers;;
throw;to send through the air;verb;Pre A1 Starters;Sports & leisure;
speak;to speak;verb;A2 Flyers;;
say;to speak words or express in words;verb;Pre A1 Starters;;
think;to think;verb;A1 Movers;;
spend;to use money to buy things;verb;A2 Flyers;;
wake;to wake;verb;A1 Movers;;
photo/;;verb;A1 Movers;Sports & leisure;
choose;;verb;Pre A1 Starters;;
forget;;verb;A1 Movers;;
